Date,Actual,Forecast
2019-06-09,117.0,
2019-06-10,116.0,
2019-06-11,115.0,
2019-06-12,114.0,
2019-06-13,113.0,
2019-06-14,112.0,
2019-06-15,111.0,
2019-06-16,110.0,
2019-06-17,109.0,
2019-06-18,108.0,
2019-06-19,107.0,
2019-06-20,106.0,
2019-06-21,105.0,
2019-06-22,104.0,
2019-06-23,103.0,
2019-06-24,102.0,
2019-06-25,101.0,
2019-06-26,100.0,
2019-06-27,99.0,
2019-06-28,98.0,
2019-06-29,97.0,
2019-06-30,96.0,
2019-07-01,95.0,
2019-07-02,94.0,
2019-07-03,93.0,
2019-07-04,92.0,
2019-07-05,91.0,
2019-07-06,90.0,
2019-07-07,89.0,
2019-07-08,88.0,
2019-07-09,87.0,
2019-07-10,86.0,
2019-07-11,85.0,
2019-07-12,84.0,
2019-07-13,83.0,
2019-07-14,82.0,
2019-07-15,81.0,
2019-07-16,80.0,
2019-07-17,79.0,
2019-07-18,78.0,
2019-07-19,77.0,
2019-07-20,76.0,
2019-07-21,75.0,
2019-07-22,74.0,
2019-07-23,73.0,
2019-07-24,72.0,
2019-07-25,71.0,
2019-07-26,70.0,
2019-07-27,69.0,
2019-07-28,68.0,
2019-07-29,67.0,
2019-07-30,66.0,
2019-07-31,65.0,
2019-08-01,64.0,
2019-08-02,63.0,
2019-08-03,62.0,
2019-08-04,61.0,
2019-08-05,60.0,
2019-08-06,59.0,
2019-08-07,58.0,
2019-08-08,57.0,
2019-08-09,56.0,
2019-08-10,55.0,
2019-08-11,54.0,
2019-08-12,53.0,
2019-08-13,52.0,
2019-08-14,51.0,
2019-08-15,50.0,
2019-08-16,49.0,
2019-08-17,48.0,
2019-08-18,47.0,
2019-08-19,46.0,
2019-08-20,45.0,
2019-08-21,44.0,
2019-08-22,43.0,
2019-08-23,42.0,
2019-08-24,41.0,
2019-08-25,40.0,
2019-08-26,39.0,
2019-08-27,38.0,
2019-08-28,37.0,
2019-08-29,36.0,
2019-08-30,35.0,
2019-08-31,34.0,
2019-09-01,33.0,
2019-09-02,32.0,
2019-09-03,31.0,
2019-09-04,30.0,
2019-09-05,120.0,
2019-09-06,120.0,
2019-09-07,119.0,
2019-09-08,118.0,
2019-09-09,117.0,
2019-09-10,116.0,
2019-09-11,115.0,
2019-09-12,114.0,
2019-09-13,113.0,
2019-09-14,112.0,
2019-09-15,111.0,
2019-09-16,110.0,
2019-09-17,109.0,
2019-09-18,108.0,
2019-09-19,107.0,
2019-09-20,106.0,
2019-09-21,105.0,
2019-09-22,104.0,
2019-09-23,103.0,
2019-09-24,102.0,
2019-09-25,101.0,
2019-09-26,100.0,
2019-09-27,99.0,
2019-09-28,98.0,
2019-09-29,97.0,
2019-09-30,96.0,
2019-10-01,95.0,
2019-10-02,94.0,
2019-10-03,93.0,
2019-10-04,92.0,
2019-10-05,91.0,
2019-10-06,90.0,
2019-10-07,89.0,
2019-10-08,88.0,
2019-10-09,87.0,
2019-10-10,86.0,
2019-10-11,85.0,
2019-10-12,84.0,
2019-10-13,83.0,
2019-10-14,82.0,
2019-10-15,81.0,
2019-10-16,80.0,
2019-10-17,79.0,
2019-10-18,78.0,
2019-10-19,77.0,
2019-10-20,76.0,
2019-10-21,75.0,
2019-10-22,74.0,
2019-10-23,73.0,
2019-10-24,72.0,
2019-10-25,71.0,
2019-10-26,70.0,
2019-10-27,69.0,
2019-10-28,68.0,
2019-10-29,67.0,
2019-10-30,66.0,
2019-10-31,65.0,
2019-11-01,64.0,
2019-11-02,63.0,
2019-11-03,62.0,
2019-11-04,61.0,
2019-11-05,60.0,
2019-11-06,59.0,
2019-11-07,58.0,
2019-11-08,57.0,
2019-11-09,56.0,
2019-11-10,55.0,
2019-11-11,54.0,
2019-11-12,53.0,
2019-11-13,52.0,
2019-11-14,51.0,
2019-11-15,50.0,
2019-11-16,49.0,
2019-11-17,48.0,
2019-11-18,47.0,
2019-11-19,46.0,
2019-11-20,45.0,
2019-11-21,44.0,
2019-11-22,43.0,
2019-11-23,42.0,
2019-11-24,41.0,
2019-11-25,40.0,
2019-11-26,39.0,
2019-11-27,38.0,
2019-11-28,37.0,
2019-11-29,36.0,
2019-11-30,35.0,
2019-12-01,34.0,
2019-12-02,33.0,
2019-12-03,120.0,
2019-12-04,119.0,
2019-12-05,118.0,
2019-12-06,117.0,
2019-12-07,116.0,
2019-12-08,115.0,
2019-12-09,114.0,
2019-12-10,113.0,
2019-12-11,112.0,
2019-12-12,111.0,
2019-12-13,120.0,
2019-12-14,119.0,
2019-12-15,118.0,
2019-12-16,117.0,
2019-12-17,116.0,
2019-12-18,115.0,
2019-12-19,114.0,
2019-12-20,113.0,
2019-12-21,112.0,
2019-12-22,111.0,
2019-12-23,110.0,
2019-12-24,109.0,
2019-12-25,108.0,
2019-12-26,107.0,
2019-12-27,106.0,
2019-12-28,105.0,
2019-12-29,104.0,
2019-12-30,103.0,
2019-12-31,102.0,
2020-01-01,101.0,
2020-01-02,100.0,
2020-01-03,99.0,
2020-01-04,98.0,
2020-01-05,97.0,
2020-01-06,96.0,
2020-01-07,95.0,
2020-01-08,94.0,
2020-01-09,93.0,
2020-01-10,92.0,
2020-01-11,91.0,
2020-01-12,90.0,
2020-01-13,89.0,
2020-01-14,88.0,
2020-01-15,87.0,
2020-01-16,86.0,
2020-01-17,85.0,
2020-01-18,84.0,
2020-01-19,83.0,
2020-01-20,82.0,
2020-01-21,81.0,
2020-01-22,80.0,
2020-01-23,79.0,
2020-01-24,78.0,
2020-01-25,77.0,
2020-01-26,76.0,
2020-01-27,75.0,
2020-01-28,74.0,
2020-01-29,73.0,
2020-01-30,72.0,
2020-01-31,71.0,
2020-02-01,70.0,
2020-02-02,69.0,
2020-02-03,68.0,
2020-02-04,67.0,
2020-02-05,66.0,
2020-02-06,65.0,
2020-02-07,64.0,
2020-02-08,63.0,
2020-02-09,62.0,
2020-02-10,61.0,
2020-02-11,60.0,
2020-02-12,59.0,
2020-02-13,58.0,
2020-02-14,57.0,
2020-02-15,56.0,
2020-02-16,55.0,
2020-02-17,54.0,
2020-02-18,53.0,
2020-02-19,52.0,
2020-02-20,51.0,
2020-02-21,50.0,
2020-02-22,49.0,
2020-02-23,48.0,
2020-02-24,47.0,
2020-02-25,46.0,
2020-02-26,45.0,
2020-02-27,44.0,
2020-02-28,43.0,
2020-02-29,42.0,
2020-03-01,41.0,
2020-03-02,40.0,
2020-03-03,39.0,
2020-03-04,38.0,
2020-03-05,37.0,
2020-03-06,36.0,
2020-03-07,35.0,
2020-03-08,34.0,
2020-03-09,33.0,
2020-03-10,32.0,
2020-03-11,31.0,
2020-03-12,30.0,
2020-03-13,29.0,
2020-03-14,28.0,
2020-03-15,27.0,
2020-03-16,26.0,
2020-03-17,25.0,
2020-03-18,24.0,
2020-03-19,23.0,
2020-03-20,22.0,
2020-03-21,21.0,
2020-03-22,20.0,
2020-03-23,19.0,
2020-03-24,18.0,
2020-03-25,17.0,
2020-03-26,16.0,
2020-03-27,15.0,
2020-03-28,14.0,
2020-03-29,13.0,
2020-03-30,12.0,
2020-03-31,11.0,
2020-04-01,10.0,
2020-04-02,9.0,
2020-04-03,8.0,
2020-04-04,7.0,
2020-04-05,6.0,
2020-04-06,5.0,
2020-04-07,120.0,
2020-04-08,119.0,
2020-04-09,118.0,
2020-04-10,117.0,
2020-04-11,116.0,
2020-04-12,115.0,
2020-04-13,114.0,
2020-04-14,113.0,
2020-04-15,112.0,
2020-04-16,111.0,
2020-04-17,110.0,
2020-04-18,109.0,
2020-04-19,108.0,
2020-04-20,107.0,
2020-04-21,106.0,
2020-04-22,105.0,
2020-04-23,104.0,
2020-04-24,103.0,
2020-04-25,102.0,
2020-04-26,101.0,
2020-04-27,100.0,
2020-04-28,99.0,
2020-04-29,98.0,
2020-04-30,97.0,
2020-05-01,96.0,
2020-05-02,95.0,
2020-05-03,94.0,
2020-05-04,93.0,
2020-05-05,92.0,
2020-05-06,91.0,
2020-05-07,90.0,
2020-05-08,89.0,
2020-05-09,88.0,
2020-05-10,87.0,
2020-05-11,86.0,
2020-05-12,85.0,
2020-05-13,84.0,
2020-05-14,83.0,
2020-05-15,82.0,
2020-05-16,81.0,
2020-05-17,80.0,
2020-05-18,79.0,
2020-05-19,78.0,
2020-05-20,77.0,
2020-05-21,76.0,
2020-05-22,75.0,
2020-05-23,74.0,
2020-05-24,73.0,
2020-05-25,120.0,
2020-05-26,119.0,
2020-05-27,118.0,
2020-05-28,117.0,
2020-05-29,116.0,
2020-05-30,115.0,
2020-05-31,114.0,
2020-06-01,113.0,
2020-06-02,112.0,
2020-06-03,111.0,
2020-06-04,110.0,
2020-06-05,109.0,
2020-06-06,108.0,
2020-06-07,107.0,
2020-06-08,106.0,
2020-06-09,105.0,
2020-06-10,104.0,
2020-06-11,103.0,
2020-06-12,102.0,
2020-06-13,101.0,
2020-06-14,100.0,
2020-06-15,99.0,
2020-06-16,98.0,
2020-06-17,97.0,
2020-06-18,96.0,
2020-06-19,95.0,
2020-06-20,94.0,
2020-06-21,93.0,
2020-06-22,92.0,
2020-06-23,91.0,
2020-06-24,90.0,
2020-06-25,89.0,
2020-06-26,88.0,
2020-06-27,87.0,
2020-06-28,86.0,
2020-06-29,85.0,
2020-06-30,84.0,
2020-07-01,83.0,
2020-07-02,82.0,
2020-07-03,81.0,
2020-07-04,80.0,
2020-07-05,79.0,
2020-07-06,78.0,
2020-07-07,77.0,
2020-07-08,76.0,
2020-07-09,75.0,
2020-07-10,74.0,
2020-07-11,73.0,
2020-07-12,72.0,
2020-07-13,71.0,
2020-07-14,70.0,
2020-07-15,69.0,
2020-07-16,68.0,
2020-07-17,67.0,
2020-07-18,66.0,
2020-07-19,65.0,
2020-07-20,64.0,
2020-07-21,63.0,
2020-07-22,62.0,
2020-07-23,61.0,
2020-07-24,60.0,
2020-07-25,59.0,
2020-07-26,58.0,
2020-07-27,57.0,
2020-07-28,56.0,
2020-07-29,55.0,
2020-07-30,54.0,
2020-07-31,53.0,
2020-08-01,52.0,
2020-08-02,51.0,
2020-08-03,50.0,
2020-08-04,49.0,
2020-08-05,48.0,
2020-08-06,47.0,
2020-08-07,46.0,
2020-08-08,45.0,
2020-08-09,44.0,
2020-08-10,43.0,
2020-08-11,42.0,
2020-08-12,41.0,
2020-08-13,40.0,
2020-08-14,39.0,
2020-08-15,38.0,
2020-08-16,37.0,
2020-08-17,36.0,
2020-08-18,35.0,
2020-08-19,34.0,
2020-08-20,33.0,
2020-08-21,32.0,
2020-08-22,31.0,
2020-08-23,30.0,
2020-08-24,29.0,
2020-08-25,28.0,
2020-08-26,27.0,
2020-08-27,26.0,
2020-08-28,25.0,
2020-08-29,24.0,
2020-08-30,23.0,
2020-08-31,22.0,
2020-09-01,21.0,
2020-09-02,20.0,
2020-09-03,19.0,
2020-09-04,18.0,
2020-09-05,17.0,
2020-09-06,16.0,
2020-09-07,120.0,
2020-09-08,119.0,
2020-09-09,118.0,
2020-09-10,117.0,
2020-09-11,116.0,
2020-09-12,115.0,
2020-09-13,114.0,
2020-09-14,113.0,
2020-09-15,112.0,
2020-09-16,111.0,
2020-09-17,110.0,
2020-09-18,109.0,
2020-09-19,108.0,
2020-09-20,107.0,
2020-09-21,106.0,
2020-09-22,105.0,
2020-09-23,104.0,
2020-09-24,103.0,
2020-09-25,102.0,
2020-09-26,101.0,
2020-09-27,100.0,
2020-09-28,99.0,
2020-09-29,98.0,
2020-09-30,97.0,
2020-10-01,96.0,
2020-10-02,95.0,
2020-10-03,94.0,
2020-10-04,93.0,
2020-10-05,92.0,
2020-10-06,91.0,
2020-10-07,90.0,
2020-10-08,89.0,
2020-10-09,88.0,
2020-10-10,87.0,
2020-10-11,86.0,
2020-10-12,85.0,
2020-10-13,84.0,
2020-10-14,83.0,
2020-10-15,82.0,
2020-10-16,81.0,
2020-10-17,80.0,
2020-10-18,79.0,
2020-10-19,78.0,
2020-10-20,77.0,
2020-10-21,76.0,
2020-10-22,75.0,
2020-10-23,74.0,
2020-10-24,73.0,
2020-10-25,72.0,
2020-10-26,71.0,
2020-10-27,70.0,
2020-10-28,69.0,
2020-10-29,68.0,
2020-10-30,67.0,
2020-10-31,66.0,
2020-11-01,65.0,
2020-11-02,64.0,
2020-11-03,63.0,
2020-11-04,62.0,
2020-11-05,61.0,
2020-11-06,60.0,
2020-11-07,59.0,
2020-11-08,58.0,
2020-11-09,57.0,
2020-11-10,56.0,
2020-11-11,55.0,
2020-11-12,54.0,
2020-11-13,53.0,
2020-11-14,52.0,
2020-11-15,51.0,
2020-11-16,50.0,
2020-11-17,49.0,
2020-11-18,48.0,
2020-11-19,47.0,
2020-11-20,46.0,
2020-11-21,45.0,
2020-11-22,44.0,
2020-11-23,43.0,
2020-11-24,42.0,
2020-11-25,41.0,
2020-11-26,40.0,
2020-11-27,39.0,
2020-11-28,38.0,
2020-11-29,37.0,
2020-11-30,36.0,
2020-12-01,35.0,
2020-12-02,34.0,
2020-12-03,33.0,
2020-12-04,32.0,
2020-12-05,31.0,
2020-12-06,30.0,
2020-12-07,29.0,
2020-12-08,28.0,
2020-12-09,27.0,
2020-12-10,26.0,
2020-12-11,25.0,
2020-12-12,24.0,
2020-12-13,23.0,
2020-12-14,22.0,
2020-12-15,21.0,
2020-12-16,20.0,
2020-12-17,19.0,
2020-12-18,18.0,
2020-12-19,17.0,
2020-12-20,16.0,
2020-12-21,15.0,
2020-12-22,14.0,
2020-12-23,13.0,
2020-12-24,12.0,
2020-12-25,11.0,
2020-12-26,10.0,
2020-12-27,9.0,
2020-12-28,8.0,
2020-12-29,7.0,
2020-12-30,6.0,
2020-12-31,5.0,
2021-01-01,4.0,
2021-01-02,3.0,
2021-01-03,2.0,
2021-01-04,1.0,
2021-01-05,0.0,
2021-01-06,-1.0,
2021-01-07,-2.0,
2021-01-08,-3.0,
2021-01-09,-4.0,
2021-01-10,-5.0,
2021-01-11,-6.0,
2021-01-12,-7.0,
2021-01-13,120.0,
2021-01-14,119.0,
2021-01-15,118.0,
2021-01-16,117.0,
2021-01-17,116.0,
2021-01-18,115.0,
2021-01-19,114.0,
2021-01-20,113.0,
2021-01-21,112.0,
2021-01-22,111.0,
2021-01-23,110.0,
2021-01-24,109.0,
2021-01-25,108.0,
2021-01-26,107.0,
2021-01-27,106.0,
2021-01-28,105.0,
2021-01-29,104.0,
2021-01-30,103.0,
2021-01-31,102.0,
2021-02-01,101.0,
2021-02-02,100.0,
2021-02-03,99.0,
2021-02-04,98.0,
2021-02-05,97.0,
2021-02-06,96.0,
2021-02-07,95.0,
2021-02-08,94.0,
2021-02-09,93.0,
2021-02-10,120.0,
2021-02-11,119.0,
2021-02-12,118.0,
2021-02-13,117.0,
2021-02-14,116.0,
2021-02-15,115.0,
2021-02-16,114.0,
2021-02-17,113.0,
2021-02-18,112.0,
2021-02-19,111.0,
2021-02-20,110.0,
2021-02-21,109.0,
2021-02-22,108.0,
2021-02-23,107.0,
2021-02-24,106.0,
2021-02-25,105.0,
2021-02-26,104.0,
2021-02-27,103.0,
2021-02-28,102.0,
2021-03-01,101.0,
2021-03-02,100.0,
2021-03-03,99.0,
2021-03-04,98.0,
2021-03-05,97.0,
2021-03-06,96.0,
2021-03-07,95.0,
2021-03-08,94.0,
2021-03-09,93.0,
2021-03-10,92.0,
2021-03-11,91.0,
2021-03-12,90.0,
2021-03-13,89.0,
2021-03-14,88.0,
2021-03-15,87.0,
2021-03-16,86.0,
2021-03-17,85.0,
2021-03-18,84.0,
2021-03-19,83.0,
2021-03-20,82.0,
2021-03-21,81.0,
2021-03-22,80.0,
2021-03-23,79.0,
2021-03-24,78.0,
2021-03-25,77.0,
2021-03-26,76.0,
2021-03-27,75.0,
2021-03-28,74.0,
2021-03-29,73.0,
2021-03-30,72.0,
2021-03-31,71.0,
2021-04-01,70.0,
2021-04-02,69.0,
2021-04-03,68.0,
2021-04-04,67.0,
2021-04-05,66.0,
2021-04-06,65.0,
2021-04-07,64.0,
2021-04-08,63.0,
2021-04-09,62.0,
2021-04-10,61.0,
2021-04-11,60.0,
2021-04-12,59.0,
2021-04-13,58.0,
2021-04-14,57.0,
2021-04-15,56.0,
2021-04-16,55.0,
2021-04-17,54.0,
2021-04-18,53.0,
2021-04-19,52.0,
2021-04-20,51.0,
2021-04-21,50.0,
2021-04-22,49.0,
2021-04-23,48.0,
2021-04-24,47.0,
2021-04-25,46.0,
2021-04-26,45.0,
2021-04-27,44.0,
2021-04-28,43.0,
2021-04-29,42.0,
2021-04-30,41.0,
2021-05-01,40.0,
2021-05-02,39.0,
2021-05-03,120.0,
2021-05-04,119.0,
2021-05-05,118.0,
2021-05-06,117.0,
2021-05-07,116.0,
2021-05-08,115.0,
2021-05-09,114.0,
2021-05-10,113.0,
2021-05-11,112.0,
2021-05-12,111.0,
2021-05-13,110.0,
2021-05-14,109.0,
2021-05-15,108.0,
2021-05-16,107.0,
2021-05-17,106.0,
2021-05-18,105.0,
2021-05-19,104.0,
2021-05-20,103.0,
2021-05-21,102.0,
2021-05-22,101.0,
2021-05-23,100.0,
2021-05-24,99.0,
2021-05-25,98.0,
2021-05-26,97.0,
2021-05-27,96.0,
2021-05-28,95.0,
2021-05-29,94.0,
2021-05-30,93.0,
2021-05-31,92.0,
2021-06-01,91.0,
2021-06-02,90.0,
2021-06-03,89.0,
2021-06-04,88.0,
2021-06-05,87.0,
2021-06-06,86.0,
2021-06-07,85.0,
2021-06-08,84.0,
2021-06-09,120.0,
2021-06-10,119.0,
2021-06-11,118.0,
2021-06-12,117.0,
2021-06-13,116.0,
2021-06-14,115.0,
2021-06-15,114.0,
2021-06-16,113.0,
2021-06-17,112.0,
2021-06-18,111.0,
2021-06-19,110.0,
2021-06-20,109.0,
2021-06-21,108.0,
2021-06-22,107.0,
2021-06-23,106.0,
2021-06-24,105.0,
2021-06-25,104.0,
2021-06-26,103.0,
2021-06-27,102.0,
2021-06-28,101.0,
2021-06-29,100.0,100.0
2021-06-30,,8.004446029663086
2021-07-01,,7.633488178253174
2021-07-02,,44.2083625793457
2021-07-03,,43.710575103759766
2021-07-04,,43.21296691894531
2021-07-05,,42.715576171875
2021-07-06,,42.21845245361328
2021-07-07,,41.72161865234375
2021-07-08,,41.22511291503906
2021-07-09,,40.72897720336914
2021-07-10,,40.23326110839844
2021-07-11,,39.73798751831055
2021-07-12,,39.24319076538086
2021-07-13,,38.74893569946289
2021-07-14,,38.25523376464844
2021-07-15,,37.76213455200195
2021-07-16,,37.26968002319336
2021-07-17,,36.77790069580078
2021-07-18,,36.28684616088867
2021-07-19,,35.79654312133789
2021-07-20,,35.30704116821289
2021-07-21,,34.81836700439453
2021-07-22,,34.3305778503418
2021-07-23,,33.843685150146484
2021-07-24,,33.357757568359375
2021-07-25,,32.872825622558594
2021-07-26,,32.38890838623047
2021-07-27,,31.906055450439453
2021-07-28,,31.42431640625
2021-07-29,,30.9437198638916
2021-07-30,,30.464305877685547
2021-07-31,,29.986114501953125
2021-08-01,,29.50917625427246
2021-08-02,,29.03353500366211
2021-08-03,,28.559219360351562
2021-08-04,,28.086267471313477
2021-08-05,,27.614728927612305
2021-08-06,,27.144634246826172
2021-08-07,,26.6760196685791
2021-08-08,,44.2083625793457
2021-08-09,,43.710575103759766
2021-08-10,,43.21296691894531
2021-08-11,,42.715576171875
2021-08-12,,42.21845245361328
2021-08-13,,41.72161865234375
2021-08-14,,41.22511291503906
2021-08-15,,40.72897720336914
2021-08-16,,40.23326110839844
2021-08-17,,39.73798751831055
2021-08-18,,39.24319076538086
2021-08-19,,38.74893569946289
2021-08-20,,38.25523376464844
2021-08-21,,37.76213455200195
2021-08-22,,37.26968002319336
2021-08-23,,36.77790069580078
2021-08-24,,36.28684616088867
2021-08-25,,35.79654312133789
2021-08-26,,35.30704116821289
2021-08-27,,34.81836700439453
2021-08-28,,34.3305778503418
